epoch,acc,loss,val_acc,val_loss
0,0.3387314441554781,1.8847037824059305,0.44623655946024005,2.0721329258334253
1,0.5074224023201205,1.5015093875639192,0.5215053766645411,1.8793105438191404
2,0.6167341432108088,1.1891243717609308,0.521505376344086,2.1708951509127052
3,0.6842105263962276,0.9833896855111064,0.6290322561417857,1.2675831446083643
4,0.7058029691217399,0.873175700103384,0.629032257423606,1.4520093587137037
5,0.7381916330893513,0.8001649366860126,0.6774193567614402,1.224200569173341
6,0.774628880052914,0.6958434959011361,0.6451612922453112,1.32274995311614
7,0.7881241566256473,0.6430731669128665,0.6881720449334832,1.1405171751976013
8,0.8218623483390138,0.5695678156557997,0.7365591372213056,1.1714662236552085
9,0.8353576249117471,0.5551235241445935,0.7419354851527881,1.0907331660229673
10,0.8434547909840882,0.5118987561880979,0.806451609698675,0.6955923764936386
11,0.8744939271255061,0.44263337321287866,0.7150537647226806,0.9203247427940369
12,0.8771929824561403,0.4379781177732465,0.7526881739657413,0.8796779199313092
13,0.8717948718753099,0.4289168589993527,0.8010752694581145,0.8848181905285004
14,0.9055330634278003,0.3571095051955276,0.795698921526632,0.8624432340104092
15,0.9176788124156545,0.32118752196571926,0.9086021511785446,0.4038197340503816
16,0.8866396761133604,0.3611810586230475,0.8870967754753687,0.42155150123821794
17,0.931174089149264,0.2937874612216203,0.8763440873033257,0.4468619727319287
18,0.9271255060728745,0.2879216602818686,0.8978494630065016,0.3362644128901984
19,0.9325236168145812,0.2714527683702075,0.849462362386847,0.5921803696822094
20,0.9527665317943382,0.2458113172919805,0.8763440866624156,0.4843250154167093
21,0.9068825910931174,0.3237097155951295,0.9139784952645661,0.27323333903025554
22,0.951417004048583,0.20285228897243054,0.8924731195613902,0.3738549550374349
23,0.9568151147098516,0.19999598362828716,0.9354838716086521,0.2748284214927304
24,0.9487179487179487,0.2267386671180828,0.8870967754753687,0.49872601416803175
25,0.941970310391363,0.2186921440195619,0.8870967716299077,0.3871329494061009
26,0.9500674763832658,0.21458627251397905,0.9301075275226306,0.2762311799551851
27,0.9500674763832658,0.20130637107107804,0.9516129032258065,0.20235562436683205
28,0.9595141700404858,0.1918837678456596,0.9408602156946736,0.22202032387897533
29,0.9541160593792173,0.2046396580302281,0.8978494591610406,0.44652329625621917
30,0.9581646423751687,0.1995666226354527,0.9086021511785446,0.33978555535757415
31,0.948717948878825,0.21503448808080594,0.9086021518194547,0.5554164301964545
32,0.9487179487179487,0.21021878284964002,0.7526881694793701,1.13627278676597
33,0.9392712550607287,0.23550861522897212,0.8763440834578647,0.49686235061255835
34,0.9527665317139001,0.1908822272490715,0.9354838716086521,0.25702693705917684
35,0.9554655870445344,0.20273948383395649,0.9623655875523885,0.1816246907717438
36,0.9662618083670715,0.16385989003738088,0.9354838671222809,0.28895672803284017
37,0.9662618084475096,0.167892759306389,0.8118279589119778,0.6661795711004606
38,0.9554655870445344,0.19055105129435318,0.946236555294324,0.2055937082216304
39,0.9622132253711201,0.17437475368722408,0.9623655875523885,0.16628950994501832
40,0.9689608636977058,0.15050415244260137,0.9462365597806951,0.19358582762620782
41,0.979757085020243,0.1286271392655598,0.9623655875523885,0.16472542157737158
42,0.9851551956815114,0.1176787050347901,0.9516129038667166,0.19359456307144576
43,0.9757085020242915,0.13261982647754886,0.9731182795698925,0.15844334998438436
44,0.9784075573549258,0.11943880403250978,0.978494623655914,0.12766439940339774
45,0.979757085100681,0.1222896884810104,0.8924731189204801,0.401645770957393
46,0.9838056680161943,0.1265263035390702,0.9086021511785446,0.35162541558665616
47,0.9770580296896086,0.1231621820052304,0.978494619810453,0.1269224194749709
48,0.979757085020243,0.12342472600671443,0.9086021511785446,0.3279269105324181
49,0.9757085020242915,0.13215733877560387,0.9731182795698925,0.1484671938483433
50,0.99055330634278,0.09019920551664273,0.962365593641035,0.17566924924731894
51,0.9838056680161943,0.1261828810217892,0.989247311827957,0.12081945351054592
52,0.9473684211330697,0.1916530972872025,0.8225806464431107,0.9568633834520975
53,0.9689608636977058,0.1383217956051331,0.978494619810453,0.1361126177093034
54,0.970310391363023,0.14699638832496245,0.9623655875523885,0.1767409908515151
55,0.9770580296896086,0.11852883158425088,0.9623655913978495,0.13362128648065752
56,0.9743589743589743,0.11128957960729496,0.978494623655914,0.09613569849921812
57,0.9865047233468286,0.09675527158395643,0.989247311827957,0.09028551551283047
58,0.9838056680161943,0.11001565726159716,0.978494623655914,0.09760755757170339
59,0.9865047233468286,0.09747178096439835,0.8978494591610406,0.44855447385900765
60,0.9811066126855601,0.10923661348911431,0.9677419374066014,0.12464734765711011
61,0.9838056680161943,0.1027905055436126,0.978494619810453,0.1057796660129742
62,0.9784075574353639,0.10682596974125115,0.8118279582710677,0.8037754015256
63,0.9662618083670715,0.12954129509919407,0.967741935483871,0.11144684771856954
64,0.9703103914434611,0.12522270322328638,0.9354838716086521,0.30671263381999025
65,0.97165991902834,0.13830174422758792,0.978494623655914,0.09629828486871976
66,0.9784075573549258,0.10695365914891446,0.9408602150537635,0.23803587562294418
67,0.9730094467740953,0.12537347771699933,0.9301075236771696,0.3115100335049373
68,0.9824561403508771,0.10173827087991794,0.9569892479527381,0.17432943723535024
69,0.9892037786774629,0.07671122188087899,0.9731182757244315,0.13358978462475601
70,0.99055330634278,0.08163606623808543,0.978494619810453,0.11252285684308698
71,0.9946018894191696,0.06885911260860973,0.9623655875523885,0.15052372954225027
72,0.9892037786774629,0.08180920628883578,0.9623655875523885,0.12735316581943984
73,0.9919028340080972,0.0724529286044651,0.978494619810453,0.10278273357819485
74,0.9919028340885353,0.08088618565184867,0.946236555294324,0.21207242707411447
75,0.9959514170040485,0.0719894715126066,0.9731182757244315,0.12114929624142186
76,0.9919028340080972,0.07502283789368294,0.9838709638964745,0.09625615772380623
77,0.9878542510121457,0.08184535328836737,0.989247311827957,0.08816773989187773
78,0.9892037786774629,0.07769471151545623,0.9946236559139785,0.07745274901390076
