epoch,acc,loss,val_acc,val_loss
0,0.35889604416481374,1.7177609764114914,0.4495142773035031,1.5100438550952466
1,0.468776448943139,1.4343344338749566,0.4630556373270533,1.4200764710249745
2,0.5023735050608943,1.3324569141524805,0.4882249043098014,1.3446834016835862
3,0.5309659613648355,1.2668680211131247,0.5463644391935223,1.2070788536522365
4,0.5438822447167917,1.2262777257601714,0.5235501913803972,1.2682680496230418
5,0.5591904323870914,1.185681281671024,0.5581395348661746,1.1902505992649932
6,0.5712235510645378,1.1615896970872608,0.556520459211185,1.1997803587368878
7,0.5737258509670581,1.1423945864209804,0.5644686488428641,1.1742923275175816
8,0.5838822447145983,1.1182829302236807,0.5753606123400675,1.1543869185805637
9,0.585096596138348,1.1125816361577334,0.6049455401649677,1.0591740497147506
10,0.5961361545549145,1.0916812144054002,0.5980276714572845,1.106824212120602
11,0.6018031278792717,1.0751118486785187,0.5974389167087444,1.0953929761174077
12,0.6018031278759817,1.0702391361159367,0.5743302914160716,1.1377373296687419
13,0.6084636614579286,1.0585446084587533,0.5889019723460714,1.1052668095161398
14,0.6103035878630658,1.0457239325921692,0.5999411245040904,1.0709327669364057
15,0.613762649498407,1.0386635268776374,0.6245216367558447,1.014116159327984
16,0.6186936522555548,1.0264210943311536,0.6050927288608758,1.0613161222282703
17,0.6204231830737738,1.0233345339247801,0.6108330880012939,1.0519230970221827
18,0.6203127874950806,1.019525622516569,0.5933176332233161,1.1017460976237932
19,0.6217847286119522,1.016749671231527,0.6231969384926713,1.0411962525859313
20,0.6301747930082797,1.0047709746808224,0.618045334135886,1.0250280277147201
21,0.6261269549283832,1.0044328490812622,0.5939063879718561,1.09567268743282
22,0.6309107635738439,0.9925080416788173,0.6218722401944055,1.0150137235916885
23,0.6338178472926886,0.9872180622393864,0.6017073888549883,1.0721703935694196
24,0.6328978840912167,0.9851509126919393,0.6360023550366808,0.9955126060294094
25,0.6359153633898513,0.9775695515994973,0.6264350897675582,1.010220833392504
26,0.639116835333167,0.97023444257752,0.608330880223494,1.0597360795443291
27,0.6424287028540793,0.964794263132362,0.6382101854402106,1.000211158779954
28,0.6427230910807437,0.9645319340595326,0.6199587871826919,1.0118004942259649
29,0.6464029438888248,0.957983273736029,0.6170150132645289,1.0476811771397034
30,0.64349586016669,0.9593078834986402,0.6186340888844261,1.0277453433389976
31,0.6465869365247324,0.9493736713746325,0.6323226376389769,1.0163133561102333
32,0.6470285188603423,0.9514011806770543,0.6320282602647069,1.022618331556851
33,0.6485740570377185,0.9461006668881747,0.6286429202412731,1.0050539379176724
34,0.6508187672515033,0.9377292689053203,0.6358551663407727,1.0013317563163908
35,0.6724195032264513,0.8901856666326303,0.6564615837679142,0.9317252326439787
36,0.6762465501423812,0.8764610209438707,0.6588166029024447,0.9291483635477084
37,0.682907083721038,0.8676429658958204,0.6582278481188121,0.9245296729849758
38,0.6827598896055125,0.8621093819617348,0.6592581689901692,0.921967111933677
39,0.6841214351491743,0.8568455401230209,0.6602884898615262,0.9238836887937664
40,0.6841950322009054,0.8560699994693465,0.6632322637796894,0.9260106889296883
41,0.6839742410347455,0.8567142743546697,0.6630850750837812,0.9202793219140744
42,0.6819503219915073,0.851983603330084,0.664409773311862,0.9224589349488704
43,0.6854829806873528,0.850639661825789,0.6670591698733014,0.92522768330181
44,0.686329346826127,0.8460592633151306,0.663821018563322,0.9241326523416703
45,0.6871757129780612,0.8474604801179734,0.6644097733469546,0.9193309169851543
46,0.6882060717615165,0.8446150987742687,0.6649985281305871,0.925824716893371
47,0.689530818771636,0.8403894090608599,0.6648513393995865,0.9196611606692229
48,0.6884636614557352,0.8407056061061238,0.6611716220018826,0.9220996459056112
49,0.6890892364371228,0.8405231303826537,0.6610244333059745,0.9249397760845472
50,0.6896044158266571,0.8389142208792468,0.6661760376627599,0.9205922020211583
51,0.6892732290741272,0.8395626803769249,0.6642625846510464,0.9283200755324966
52,0.6911867525342855,0.8386159959120167,0.6648513393995865,0.9245488630837471
53,0.6917019319271098,0.8335462939815995,0.6588166028673522,0.928164053619487
54,0.6911499540040333,0.8346760499521254,0.6611716220369752,0.9252352112350936
55,0.6892732290708372,0.83595177920345,0.6661760376978524,0.917289486642371
56,0.690855565783949,0.8334178581343075,0.6683838681364748,0.9199020325137406
57,0.693541858332247,0.8284007303453742,0.6680894907446584,0.9138054527936699
58,0.6926586936566407,0.8303334019199466,0.6619075654814234,0.9264125289515533
59,0.6904507819731079,0.827264793831598,0.6670591698733014,0.9216843461478006
60,0.6952713891488209,0.82746277192479,0.6673535472300252,0.919603570370173
61,0.693946642136508,0.8300956828284943,0.6636738298674137,0.9192918088634751
62,0.6930266789339393,0.8273007448638593,0.6649985281305871,0.9196554179713766
63,0.6926954921868929,0.8281743957323006,0.6660288489668518,0.9181097921182522
64,0.6972217111337481,0.8251094700441299,0.6636738298674137,0.9178201156326488
65,0.69486660533798,0.8252206617204443,0.6658816603060361,0.9215853785394674
66,0.6954185832588631,0.825577624431968,0.6630850750486886,0.9202765538863024
67,0.7002391904367694,0.8214513693847235,0.666764792481485,0.9186165121274027
68,0.6990984360647509,0.8125954180939436,0.6673535472300252,0.91457906750535
69,0.6985464581438677,0.8146326652884812,0.6680894907095659,0.9143030056014354
70,0.6959337626560741,0.8138677603625988,0.6680894907095659,0.9147888657834061
71,0.7014167433368469,0.8137680099947033,0.6666176037504844,0.9137390843727745
72,0.7014903403885779,0.8160179003620762,0.6670591698382088,0.9141578506223237
73,0.6985464581460611,0.8131814859542917,0.6679423020136578,0.9147785241406632
74,0.7001655933784583,0.809233451955562,0.6657344715750354,0.9143391898845552
75,0.6969273229070837,0.814283457209237,0.6683838681013822,0.914640055532346
76,0.7023735050630876,0.8091164017732579,0.6664704150545762,0.9135551300510646
77,0.6992456301813731,0.8104540252904883,0.6664704150545762,0.9143955470851003
78,0.7019319227296712,0.8085020643522022,0.6660288489668518,0.9144675618134634
79,0.6998712051539873,0.8093686239030675,0.667206358534117,0.9145989138254672
80,0.7025942962347309,0.8063878746984634,0.666323226358668,0.9150912179327867
81,0.6977000919985135,0.8149316922918634,0.6667647924463925,0.9150854933953194
82,0.7009383624720815,0.8062009817981457,0.6673535472300252,0.9142160058758488
83,0.7036982520721106,0.8094689484353228,0.6679423020136578,0.9152133046159472
84,0.7013431462752457,0.8098062931471388,0.6680894907095659,0.9145431248693211
